Title,Year,Rating,Votes,Genres,Runtime_minutes,Director,Actors,URL
Z,1969,8.1,34000,"['Crime', 'Drama', 'Thriller']",127,Costa-Gavras,"['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'François Périer', 'Jacques Perrin', 'Charles Denner', 'Pierre Dux', 'Georges Géret', 'Bernard Fresson', 'Marcel Bozzuffi', 'Julien Guiomar', 'Magali Noël', 'Renato Salvatori', 'Habib Reda', 'Clotilde Joano', 'Maurice Baquet', 'Sid Ahmed Agoumi', 'Allel El Mouhib']",https://www.imdb.com/title/tt0065234/
Ghost in the Shell,1995,7.9,177000,"['Animation', 'Action', 'Crime']",83,Mamoru Oshii,"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Otsuka', 'Koichi Yamadera', 'Tamio Ôki', 'Yutaka Nakano', 'Tessyo Genda', 'Kazuhiro Yamaji', 'Mitsuru Miyamoto', 'Namaki Masakazu', 'Shigeru Chiba', 'Masato Yamanouchi', 'Shinji Ogawa', 'Hiroshi Yanaka', 'Ginzô Matsuo', 'Takashi Matsuyama', 'Sanryô Odaka', 'Masamichi Satô']",https://www.imdb.com/title/tt0113568/
Soul,2020,8.0,458000,"['Animation', 'Adventure', 'Comedy']",100,Pete Docter,"['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House', 'Alice Braga', 'Richard Ayoade', 'Phylicia Rashad', 'Donnell Rawlings', 'Questlove', 'Angela Bassett', 'Cora Champommier', 'Margo Hall', 'Daveed Diggs', 'Rhodessa Jones', 'Wes Studi', 'Sakina Jaffrey', 'Fortune Feimster', 'Calum Grant']",https://www.imdb.com/title/tt2948372/
Office Romance,1977,8.2,12000,"['Comedy', 'Drama', 'Romance']",159,Eldar Ryazanov,"['Alisa Freyndlikh', 'Andrey Myagkov', 'Svetlana Nemolyaeva', 'Oleg Basilashvili', 'Liya Akhedzhakova', 'Lyudmila Ivanova', 'Pyotr Shcherbakov', 'Nelli Pshyonnaya', 'Nadezhda Repina', 'Viktor Filippov', 'Alik Denisov', 'Gosha Zaranko', 'Kseniya Borozdina', 'Georgiy Burkov', 'Vera Burlakova', 'Lidiya Dranovskaya', 'Georgi Dyomin', 'Aleksandr Fatyushin']",https://www.imdb.com/title/tt0076727/
Perfect Days,2023,7.9,112000,['Drama'],124,Wim Wenders,"['Kōji Yakusho', 'Tokio Emoto', 'Arisa Nakano', 'Miyako Tanaka', 'Long Mizuma', 'Soraji Shibuya', 'Aoi Iwasaki', 'Kisuke Shimazaki', 'Yuriko Kawasaki', 'Aki Kobayashi', 'Bunmei Harada', 'Min Tanaka', 'Reina', 'Shunsuke Miura', 'Gan Furukawa', 'Atsushi Fukazawa', 'Taijirô Tamura', 'Masahiro Kômoto']",https://www.imdb.com/title/tt27503384/
Safety Last!,1923,8.1,25000,"['Action', 'Comedy', 'Romance']",74,Fred C. Newmeyer,"['Harold Lloyd', 'Mildred Davis', 'Bill Strother', 'Noah Young', 'Westcott Clarke', 'Chester A. Bachman', 'Ed Brandenburg', 'Roy Brooks', 'Charley Chase', 'Monte Collins', 'Mickey Daniels', 'Richard Daniels', 'Ray Erlenborn', 'Ruth Feldman', 'William Gillespie', 'Helen Gilmore', 'Katherine Grant', 'Wally Howe']",https://www.imdb.com/title/tt0014429/
The Best Years of Our Lives,1946,8.1,77000,"['Drama', 'Romance', 'War']",170,William Wyler,"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright', 'Virginia Mayo', ""Cathy O'Donnell"", 'Hoagy Carmichael', 'Harold Russell', 'Gladys George', 'Roman Bohnen', 'Ray Collins', 'Minna Gombell', 'Walter Baldwin', 'Steve Cochran', 'Dorothy Adams', 'Don Beddoe', 'Marlene Aames', 'Charles Halton']",https://www.imdb.com/title/tt0036868/
Mr. Smith Goes to Washington,1939,8.1,130000,"['Comedy', 'Drama']",129,Frank Capra,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey', 'Astrid Allwyn', 'Ruth Donnelly', 'Grant Mitchell', 'Porter Hall', 'H.V. Kaltenborn', 'Charles Lane', 'Pierre Watkin', 'Dick Elliott']",https://www.imdb.com/title/tt0031679/
Sunrise,1927,8.1,57000,"['Drama', 'Romance']",94,F.W. Murnau,"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Fletcher Henderson', 'Leon Janney', 'Thomas Jefferson']",https://www.imdb.com/title/tt0018455/
My Life as a Zucchini,2016,7.8,33000,"['Animation', 'Comedy', 'Drama']",70,Claude Barras,"['Gaspard Schlatter', 'Sixtine Murat', 'Paulin Jaccoud', 'Michel Vuillermoz', 'Raul Ribera', 'Estelle Hennard', 'Elliot Sanchez', 'Lou Wick', 'Brigitte Rosset', 'Natacha Koutchoumov', 'Monica Budde', 'Adrien Barazzone', 'Véronique Montel', 'Romane Cretegny', 'Evelyne Bouvier', 'Léonard Geneux', 'Anne-Laure Brasey', 'Jean-Claude Issenmann']",https://www.imdb.com/title/tt2321405/
Through a Glass Darkly,1961,7.9,30000,['Drama'],90,Ingmar Bergman,"['Harriet Andersson', 'Gunnar Björnstrand', 'Max von Sydow', 'Lars Passgård']",https://www.imdb.com/title/tt0055499/
Shoeshine,1946,8.0,9100,['Drama'],91,Vittorio De Sica,"['Rinaldo Smordoni', 'Franco Interlenghi', 'Annielo Mele', 'Bruno Ortensi', 'Emilio Cigoli', 'Pacifico Astrologo', 'Maria Campi', 'Antonio Carlino', ""Angelo D'Amico"", 'Francesco De Nicola', 'Enrico De Silva', 'Claudio Ermelli', 'Leo Garavaglia', 'Antonio Lo Nigro', 'Gino Marturano', 'Antonio Nicotra', 'Anna Pedoni', 'Gino Saltamerenda']",https://www.imdb.com/title/tt0038913/
Andhadhun,2018,8.2,118000,"['Comedy', 'Crime', 'Mystery']",139,Sriram Raghavan,"['Ayushmann Khurrana', 'Tabu', 'Radhika Apte', 'Anil Dhawan', 'Manav Vij', 'Zakir Hussain', 'Ashwini Kalsekar', 'Chhaya Kadam', 'Pawan Singh', 'Kabir Sajid Shaikh', 'Gopal Singh', 'Mahesh Rale', 'Mohini Kewalramani', 'Rashmi Agdekar', 'Franco Vaz', 'Jaydutt Vyas', 'Abhishek Shukla', 'Pratik Nandkumar More']",https://www.imdb.com/title/tt8108198/
Mommy,2014,8.0,66000,['Drama'],139,Xavier Dolan,"['Anne Dorval', 'Antoine Olivier Pilon', 'Suzanne Clément', 'Patrick Huard', 'Alexandre Goyette', 'Michèle Lituac', 'Viviane Pacal', 'Natalie Hamel-Roy', 'Isabelle Nélisse', 'Ted Pluviose', 'Pierre-Yves Cardinal', 'Reda Guerinik', 'Justin Laramée', 'Sabrina Bisson', 'Huguette Gervais', 'Vincent Fafard', 'Jean-Philippe Baril-Guérard', 'Dominic Desnoyers']",https://www.imdb.com/title/tt3612616/
Akira,1988,8.0,232000,"['Animation', 'Action', 'Drama']",124,Katsuhiro Ōtomo,"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tessyo Genda', 'Hiroshi Otake', 'Kôichi Kitamura', 'Michihiro Ikemizu', 'Yuriko Fuchizaki', 'Masaaki Ôkura', 'Tarô Arakawa', 'Takeshi Kusao', 'Kazumi Tanaka', 'Masayuki Katô', 'Yôsuke Akimoto', 'Masato Hirano', 'Yukimasa Kishino', 'Kazuhiro Kandô', 'Tatsuhiko Nakamura']",https://www.imdb.com/title/tt0094625/
The General,1926,8.1,106000,"['Action', 'Adventure', 'Comedy']",78,Clyde Bruckman,"['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Henry Baird', 'Joe Bricher', 'Jimmy Bryant', 'Sergeant Bukowski', 'C.C. Cruson', 'Jack Dempster', 'Keith Fennell', 'Budd Fine']",https://www.imdb.com/title/tt0017925/
Stand by Me,1986,8.1,495000,"['Adventure', 'Drama']",89,Rob Reiner,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver Lipsett', 'Marshall Bell', 'Frances Lee McCain', 'Bruce Kirby', 'William Bronder', 'Scott Beach', 'Richard Dreyfuss', 'John Cusack', 'Madeleine Swift', 'Popeye']",https://www.imdb.com/title/tt0092005/
Ford v Ferrari,2019,8.1,587000,"['Action', 'Biography', 'Drama']",152,James Mangold,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott']",https://www.imdb.com/title/tt1950186/
I Want to Eat Your Pancreas,2018,8.1,38000,"['Animation', 'Drama', 'Romance']",109,Shin'ichirô Ushijima,"['Mahiro Takasugi', 'Lynn', 'Yukiyo Fujii', 'Yuma Uchida', 'Jun Fukushima', 'Yurina Amami', 'Tomoyuki Arai', 'Nanami Atsugi', 'Amar Kumar Dang', 'Nene Hieda', 'Kotaro Ishikawa', 'Narumi Kaho', 'Kenta Kataoka', 'Hayato Kimura', 'Junnosuke Kuroda', ""Shin'ichiro Miki"", 'Anju Nitta', 'Minae Noji']",https://www.imdb.com/title/tt7236034/
The Shop Around the Corner,1940,8.0,45000,"['Comedy', 'Drama', 'Romance']",99,Ernst Lubitsch,"['Margaret Sullavan', 'James Stewart', 'Frank Morgan', 'Joseph Schildkraut', 'Sara Haden', 'Felix Bressart', 'William Tracy', 'Inez Courtney', 'Sarah Edwards', 'Edwin Maxwell', 'Charles Halton', 'Charles Smith', 'Charles Arnt', 'Joan Blair', 'Mary Carr', 'Mabel Colcord', 'Claire Du Brey', 'William Edmunds']",https://www.imdb.com/title/tt0033045/
Chinatown,1974,8.1,380000,"['Drama', 'Mystery', 'Thriller']",130,Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Darrell Zwerling', 'Diane Ladd', 'Roy Jenson', 'Roman Polanski', 'Richard Bakalyan', 'Joe Mantell', 'Bruce Glover', 'Nandu Hinds', ""James O'Rear"", 'James Hong', 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer']",https://www.imdb.com/title/tt0071315/
Investigation of a Citizen Above Suspicion,1970,8.0,16000,"['Crime', 'Drama']",115,Elio Petri,"['Gian Maria Volontè', 'Florinda Bolkan', 'Gianni Santuccio', 'Orazio Orlando', 'Sergio Tramonti', 'Arturo Dominici', 'Aldo Rendine', 'Massimo Foschi', 'Aleka Paizi', 'Vittorio Duse', 'Pino Patti', 'Salvo Randone', 'Giuseppe Licastro', 'Filippo De Gara', 'Fulvio Grimaldi', 'Ugo Adinolfi', 'Franco Marletta', 'Giacomo Bellini']",https://www.imdb.com/title/tt0065889/
Dilwale Dulhania Le Jayenge,1995,8.0,87000,"['Drama', 'Romance']",181,Aditya Chopra,"['Shah Rukh Khan', 'Kajol', 'Amrish Puri', 'Farida Jalal', 'Anupam Kher', 'Parmeet Sethi', 'Mandira Bedi', 'Satish Shah', 'Himani Shivpuri', 'Pooja Ruparel', 'Achala Sachdev', 'Damyanti Puri', 'Lalit Tiwari', 'Hemlata Deepak', 'Mohit Kumar', 'Mansoor Merchant', 'Govind Khatri', 'Rajesh Bhatija']",https://www.imdb.com/title/tt0112870/
Ugetsu,1953,8.1,29000,"['Drama', 'Fantasy', 'War']",96,Kenji Mizoguchi,"['Masayuki Mori', 'Machiko Kyô', 'Kinuyo Tanaka', 'Mitsuko Mito', 'Eitarō Ozawa', 'Sugisaku Aoyama', 'Mitsusaburō Ramon', 'Ryōsuke Kagawa', 'Kichijirō Ueda', 'Shōzō Nanbu', 'Kikue Môri', 'Ryūzaburō Mitsuoka', 'Ichirô Amano', 'Eigorô Onoe', 'Saburô Date', 'Fumihiko Yokoyama', 'Kazue Tamaki', 'Ichisaburo Sawamura']",https://www.imdb.com/title/tt0046478/
Life Is Beautiful,1997,8.6,823000,"['Comedy', 'Drama', 'Romance']",116,Roberto Benigni,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Sergio Bini Bustric', 'Marisa Paredes', 'Horst Buchholz', 'Lidia Alfonsi', 'Giuliana Lojodice', 'Amerigo Fontani', 'Pietro De Silva', 'Francesco Guzzo', 'Raffaella Lebboroni', 'Claudio Alfonsi', 'Gil Baroni', 'Massimo Bianchi', 'Jürgen Bohn', 'Verena Buratti']",https://www.imdb.com/title/tt0118799/
Seven,1995,8.6,2100000,"['Crime', 'Drama', 'Mystery']",127,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker', 'Daniel Zacapa', 'Gwyneth Paltrow', 'John Cassini', 'Bob Mack', 'Peter Crombie', 'Reg E. Cathey', 'R. Lee Ermey', 'George Christy', 'Endre Hules', 'Hawthorne James', 'William Davidson', 'Bob Collins', 'Jimmy Dale Hartsell', 'Richard Roundtree']",https://www.imdb.com/title/tt0114369/
Howl's Moving Castle,2004,8.2,522000,"['Animation', 'Adventure', 'Family']",119,Hayao Miyazaki,"['Chieko Baishō', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa', 'Ryûnosuke Kamiki', 'Mitsunori Isaki', 'Yô Ôizumi', 'Akio Otsuka', 'Daijirô Harada', 'Haruko Katō', 'Makoto Yasumura', 'Manabu Muraji', 'Keiko Tsukamoto', 'Yayoi Kazuki', 'Seiji Sasaki', 'Hiroshi Takahashi', 'Mayuno Yasokawa', 'Rio Kanno']",https://www.imdb.com/title/tt0347149/
Django Unchained,2012,8.5,1900000,"['Drama', 'Western']",165,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson']",https://www.imdb.com/title/tt1853728/
Inglourious Basterds,2009,8.4,1800000,"['Drama', 'War']",153,Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent', 'Christoph Waltz', 'Michael Fassbender', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus']",https://www.imdb.com/title/tt0361748/
Monster,2023,7.8,43000,"['Drama', 'Mystery', 'Thriller']",127,Hirokazu Koreeda,"['Sakura Andō', 'Eita Nagayama', 'Soya Kurokawa', 'Hinata Hiiragi', 'Akihiro Kakuta', 'Mitsuki Takahata', 'Shidô Nakamura', 'Yûko Tanaka', 'Daisuke Kuroda', 'Ryû Morioka', 'Ayu Kitaura', 'Moemi Katayama', 'Pee', 'Kayo Noro', 'Shiyun Nakamura', 'Haruto Kobayashi', 'Taichi Kanemitsu', 'Koga Yagishita']",https://www.imdb.com/title/tt23736044/
Umberto D.,1952,8.1,31000,['Drama'],89,Vittorio De Sica,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Ileana Simova', 'Elena Rea', 'Memmo Carotenuto', 'De Silva', 'Alberto Albani Barbieri', 'Umberto Alivernini', 'Pasquale Campagnola', 'Riccardo Ferri', 'Lamberto Maggiorani', 'Mario Meniconi', 'Mario Pascucci']",https://www.imdb.com/title/tt0045274/
Werckmeister Harmonies,2000,7.9,18000,"['Drama', 'Mystery']",145,Ágnes Hranitzky,"['Lars Rudolph', 'Peter Fitz', 'Hanna Schygulla', 'János Derzsi', 'Djoko Rosic', 'Tamás Wichmann', 'Ferenc Kállai', 'Mihály Kormos', 'Putyi Horváth', 'Enikő Börcsök', 'Éva Almássy Albert', 'Irén Szajki', 'Alfréd Járai', 'György Barkó', 'Lajos Dobák', 'András Fekete', 'Gyuri Dósa Kiss', 'Józsi Mihályfi']",https://www.imdb.com/title/tt0249241/
Day for Night,1973,8.0,27000,"['Comedy', 'Drama', 'Romance']",116,François Truffaut,"['Jacqueline Bisset', 'Jean-Pierre Léaud', 'François Truffaut', 'Valentina Cortese', 'Dani', 'Alexandra Stewart', 'Jean-Pierre Aumont', 'Jean Champion', 'Nike Arrighi', 'Nathalie Baye', 'Maurice Seveno', 'David Markham', 'Bernard Menez', 'Gaston Joly', 'Zénaïde Rossi', 'Xavier Saint-Macary', 'Marc Boyle', 'Walter Bal']",https://www.imdb.com/title/tt0070460/
Marketa Lazarová,1967,7.8,6800,"['Drama', 'History', 'Romance']",162,František Vláčil,"['Josef Kemr', 'Magda Vášáryová', 'Naďa Hejná', 'Jaroslav Moučka', 'František Velecký', 'Karel Vasicek', 'Ivan Palúch', 'Martin Mrazek', 'Václav Sloup', 'Pavla Polaskova', 'Alena Pavlíková', 'Michal Kozuch', 'Zdenek Lipovcan', 'Harry Studt', 'Vlastimil Harapes', 'Zdeněk Kutil', 'František Nechyba', 'Zdeněk Kryzánek']",https://www.imdb.com/title/tt0063278/
"Quo Vadis, Aida?",2020,8.0,42000,"['Drama', 'History', 'War']",101,Jasmila Zbanic,"['Jasna Đuričić', 'Izudin Bajrovic', 'Boris Ler', 'Dino Bajrovic', 'Johan Heldenbergh', 'Raymond Thiry', 'Boris Isakovic', 'Emir Hadžihafizbegović', 'Reinout Bussemaker', 'Teun Luijkx', 'Juda Goslinga', 'Jelena Kordic Kuret', 'Alban Ukaj', 'Ermin Bravo', 'Edita Malovčić', 'Micha Hulshof', 'Joes Brauers', 'Sol Vinken']",https://www.imdb.com/title/tt8633462/
The Grapes of Wrath,1940,8.1,108000,['Drama'],129,John Ford,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury', 'Frank Sully', 'Frank Darien', 'Darryl Hickman', 'Shirley Mills', 'Roger Imhof', 'Grant Mitchell', 'Charles D. Brown', 'John Arledge']",https://www.imdb.com/title/tt0032551/
